src,tgt,path_length,type
CIAO1,XRCC5,-1,reversed-1
PAF1,GAK,2,hop-2
ZNF830,ZC3H8,-1,reversed-1
PTCD3,RSL1D1,1,direct
SUPT5H,USP8,1,direct
METAP1,SLU7,-2,reversed-2
ORC6,MCM10,1,direct
ILF3,MCM10,1,direct
RSL1D1,TRMT6,1,direct
HSPE1,FBL,-1,reversed-1
URM1,MTOR,2,hop-2
BRIX1,CPSF4,1,direct
ANAPC11,CBX1,1,direct
WDR18,SENP6,1,direct
MRPS28,POLR2E,-1,reversed-1
RPL7A,ZNRD1,1,direct
XPO5,MRPL9,-1,reversed-1
PSMC4,RBBP5,1,direct
HMGCS1,ARMC6,-2,reversed-2
RPL18A,POLR3E,1,direct
DDX19A,MARS,2,hop-2
MYCBP,SRFBP1,1,direct
ZC3H8,MRTO4,-1,reversed-1
RNF8,RAB4A,2,hop-2
SRP14,SLC1A5,1,direct
NAT10,MED4,2,hop-2
MRGBP,HNRNPR,1,direct
FBL,GPS1,1,direct
USP8,EXOSC1,-3,reversed-3
DDX41,SNAPC5,1,direct
ABT1,PSMA5,-1,reversed-1
RPAP1,USP7,-2,reversed-2
SEC61G,MRTO4,1,direct
NUTF2,RSL24D1,-1,reversed-1
C7orf26,WDR18,2,hop-2
SLU7,SKA3,0,no_path
RSL1D1,KDM2A,1,direct
EIF3B,RBBP5,1,direct
RPL35,YBX1,1,direct
RPS3,STAT5A,1,direct
PAF1,RPL10A,-1,reversed-1
EIF3B,METAP1,1,direct
MRPL38,POLR2B,1,direct
IFITM2,DHODH,0,no_path
FBL,CD2BP2,1,direct
ZNRD1,HNRNPR,-1,reversed-1
CYC1,METAP2,1,direct
XAB2,CHMP1A,0,no_path
DDX19A,ZNRD1,-2,reversed-2
NEPRO,CCP110,0,no_path
RAD9A,SEC61G,-1,reversed-1
PTCD3,STAT5A,1,direct
CDC20,SKA3,1,direct
SRP14,GMPPB,2,hop-2
METAP2,SNAPC5,2,hop-2
YBX1,RPL35A,-1,reversed-1
SLC1A5,RAB4A,0,no_path
RAD9A,POLR2B,-2,reversed-2
RPAP1,NEPRO,-1,reversed-1
C7orf26,WDR4,2,hop-2
C7orf26,COG4,2,hop-2
GTF2F2,DYNC1H1,1,direct
CPSF4,NOL12,-1,reversed-1
PSMB2,MED21,1,direct
EIF2S3,WBP1L,1,direct
ZNF830,XRCC2,-1,reversed-1
POLR2B,CENPH,-1,reversed-1
SRSF6,PTCD3,-1,reversed-1
CASP8AP2,IARS2,-2,reversed-2
MRPL21,MRGBP,-1,reversed-1
NUTF2,SENP6,1,direct
CASP8AP2,KIN,-2,reversed-2
DDX41,NUP214,-1,reversed-1
MRPL38,XRCC2,2,hop-2
CEP85,VPS13D,0,no_path
MRPL4,PDCD6IP,-1,reversed-1
MRPL21,LSM10,-1,reversed-1
CCT6A,DDX41,1,direct
NOL11,MED17,1,direct
RPL35,SNRPG,1,direct
CPSF4,NFRKB,-2,reversed-2
MRPS11,CTU2,2,hop-2
ZC3H8,SEC61G,-1,reversed-1
SLC1A5,XPO5,-1,reversed-1
USP5,PDCD6IP,-1,reversed-1
ATP6V0C,CCNL1,1,direct
USP8,CBX1,-1,reversed-1
SRP14,TRA2B,-1,reversed-1
SRSF6,RSL1D1,-1,reversed-1
VPS72,SNAPC5,-1,reversed-1
TMX2,CTU2,1,direct
SEC61G,POLR2B,1,direct
SARS2,URM1,-2,reversed-2
CCT6A,RPE,1,direct
HTATSF1,SNAPC5,3,hop-3
RSL24D1,NELFE,1,direct
COG4,NELFE,-1,reversed-1
MED21,MRTO4,-2,reversed-2
GTF2F2,ZNF317,2,hop-2
CCDC174,POLR2E,-2,reversed-2
PSMC4,SKA3,1,direct
EIF3B,TMA16,-1,reversed-1
SRP14,PSMG1,1,direct
HTATSF1,CLASRP,2,hop-2
PPP1R7,UNC45A,1,direct
WAC,MED1,1,direct
CBX1,EXOSC1,-2,reversed-2
ILF3,SCFD1,1,direct
EIF3B,SLU7,2,hop-2
CASP8AP2,PSMA1,-2,reversed-2
RPS3,PREB,1,direct
EIF3B,RPL39,1,direct
RPL39,ELAC2,-1,reversed-1
IFITM2,HTATSF1,-2,reversed-2
YBX1,CIAO1,1,direct
MYCBP,NUTF2,-1,reversed-1
BRCA1,UNC45A,2,hop-2
GUK1,POLR2E,-1,reversed-1
ZNF830,SARS2,0,no_path
NOL11,CENPH,-1,reversed-1
HSPD1,DYNC1H1,1,direct
XRCC2,FIP1L1,-1,reversed-1
TRA2B,RAB4A,1,direct
CASP8AP2,NAT10,-2,reversed-2
KIF4A,TRAIP,1,direct
RPL7A,POLR2E,1,direct
MRPL38,SARS2,1,direct
C7orf26,RSL24D1,1,direct
RPL18A,CEP85,1,direct
NELFA,TRMT6,2,hop-2
CCT6A,FBL,1,direct
IFITM2,CYC1,-1,reversed-1
NDUFA2,MRPS31,-1,reversed-1
TRAIP,VPS13D,0,no_path
HSPE1,NUP214,-1,reversed-1
MRPS22,MED4,1,direct
COG2,RPL10A,-1,reversed-1
ZNRD1,SDHA,-1,reversed-1
EIF3B,ELAC2,-1,reversed-1
SART1,UNC45A,0,no_path
HDAC3,SKA3,-1,reversed-1
EIF4G1,TRAIP,2,hop-2
MEPCE,SBDS,-1,reversed-1
ARF4,CPSF4,1,direct
CCT6A,VPS72,1,direct
BOP1,METAP2,-1,reversed-1
CLASRP,SNAPC5,-1,reversed-1
ZMAT5,GTF2H3,-2,reversed-2
TRIAP1,SENP6,2,hop-2
SNRPG,XRCC5,-1,reversed-1
NELFA,KDM2A,1,direct
MRPL24,MRPS31,-1,reversed-1
NDUFA2,WDR26,1,direct
GMPPB,RAB4A,0,no_path
CYFIP1,HTATSF1,2,hop-2
MRPL38,NOL11,1,direct
CEP85,USP7,-1,reversed-1
HSPD1,ZNF317,1,direct
PSMB1,URM1,1,direct
MRPS11,CPSF4,2,hop-2
MRPL21,PPP1CB,2,hop-2
RNASEH2C,RAB4A,1,direct
POLR1C,SNRPG,0,no_path
TBCC,RRP12,0,no_path
SLU7,USP8,1,direct
GMPPB,RNASEH2C,-1,reversed-1
MRGBP,PPP1CB,2,hop-2
SCFD1,SKA3,-2,reversed-2
ROMO1,USP5,1,direct
RPL39,EXOSC1,1,direct
ASF1B,GUK1,-1,reversed-1
MRPS28,CPSF6,2,hop-2
GTF2H3,RSL24D1,-1,reversed-1
RPL18A,XRCC5,1,direct
MED21,XRCC2,-2,reversed-2
MED4,TRMT6,1,direct
RPS3,WAC,-1,reversed-1
WDR26,ARMC6,-3,reversed-3
PDCD6IP,ARMC6,1,direct
MEPCE,SRFBP1,2,hop-2
RNF8,PALB2,1,direct
RAD9A,MTOR,0,no_path
CDC20,USP8,1,direct
RPL39,MCM10,1,direct
HMGCS1,USP5,-1,reversed-1
PTMA,MRPL9,1,direct
BOP1,CYFIP1,-1,reversed-1
POLR1C,VPS13D,0,no_path
CASP8AP2,PTCD3,-2,reversed-2
PTCD3,WAC,1,direct
IFITM2,SNAPC5,-2,reversed-2
SARS2,MED17,0,no_path
CCP110,XRCC5,-1,reversed-1
BOP1,DHODH,2,hop-2
RPL39,PSMC4,-1,reversed-1
ZC3H8,NOL11,-1,reversed-1
DPM2,CHMP1A,1,direct
ABT1,RPL7A,-1,reversed-1
XRCC2,MMS22L,1,direct
WDR18,RPUSD4,1,direct
SEC61G,NOL11,1,direct
LSM5,CPSF4,1,direct
ABT1,HNRNPR,-1,reversed-1
HMGCS1,MRPS31,-2,reversed-2
ZC3H8,MTOR,0,no_path
RNPS1,TRIAP1,1,direct
RSL1D1,IARS2,1,direct
RPL10A,COQ5,1,direct
ANAPC11,TMA16,-1,reversed-1
INCENP,POLR2E,-1,reversed-1
ZMAT5,PSMC3,-1,reversed-1
CASP8AP2,RSL1D1,-1,reversed-1
ZNF830,MRPL38,-1,reversed-1
ORC6,SUPT5H,1,direct
RBX1,RPUSD4,2,hop-2
ILF3,SUPT5H,1,direct
CTU2,USP5,1,direct
ZMAT5,MCM7,-2,reversed-2
ANAPC11,SLU7,2,hop-2
PSMC3,MCM7,1,direct
RPL39,CBX1,1,direct
POLR3E,XRCC5,-1,reversed-1
YBX1,CCP110,1,direct
ZMAT5,WDR18,-2,reversed-2
DPH3,XRCC5,-1,reversed-1
HMGCS1,WDR26,1,direct
RPL7A,MRPS28,1,direct
RPS3,MRPS22,-1,reversed-1
RPAP1,YBX1,-1,reversed-1
SARS2,CENPH,-1,reversed-1
TRMT6,KDM2A,-2,reversed-2
CPSF4,ARMC6,-1,reversed-1
MRTO4,MTOR,1,direct
CYFIP1,SNAPC5,2,hop-2
ZNF830,PSMB1,-1,reversed-1
GTF2F2,UNC45A,2,hop-2
RNF8,PSME1,2,hop-2
NAT10,MED1,2,hop-2
MCM7,WDR4,1,direct
NELFA,PREB,-1,reversed-1
PTCD3,MRPS22,1,direct
FBL,METAP2,1,direct
SRP14,RPUSD3,1,direct
CYC1,SNAPC5,1,direct
CTU2,MRPS31,-1,reversed-1
NDUFA2,MRPL4,1,direct
USP7,RPL35A,-2,reversed-2
MRPS28,PSMA5,-1,reversed-1
MRPL38,PSMB1,-1,reversed-1
DPM2,SART1,1,direct
SBDS,GTF2H3,1,direct
NDUFA2,ROMO1,1,direct
RPL39,ANAPC11,-1,reversed-1
RBX1,PSMC3,-1,reversed-1
MRPL21,MARS,1,direct
PTCD3,SMC6,1,direct
ZMAT5,WDR4,-2,reversed-2
ZMAT5,COG4,0,no_path
HSPE1,BOP1,1,direct
CYFIP1,CLASRP,2,hop-2
COG4,GTF2H3,-1,reversed-1
PSMB2,MRTO4,1,direct
POLR1C,CIAO1,1,direct
CCT6A,NUP214,-1,reversed-1
MRPL9,CCNL1,2,hop-2
TAF2,RNF8,-2,reversed-2
ORC6,TMA16,-1,reversed-1
RBX1,MCM7,1,direct
RAD9A,PSMB1,-2,reversed-2
ILF3,TMA16,-1,reversed-1
GUK1,SDHA,1,direct
TRA2B,CCNL1,1,direct
METAP2,DDX41,-1,reversed-1
PSMB1,MED17,1,direct
RPL18A,RPL35A,-1,reversed-1
RPAP1,SNRPG,-3,reversed-3
EXOSC1,SKA3,-1,reversed-1
COQ5,CHMP1A,0,no_path
RPL7A,SDHA,1,direct
LSM10,NUP54,1,direct
GUK1,CPSF6,1,direct
LSM10,PPP1CB,2,hop-2
ILF3,RPL39,-1,reversed-1
RPE,NUP214,-1,reversed-1
FBL,SNAPC5,1,direct
MEPCE,NUTF2,-1,reversed-1
GAK,SART1,-1,reversed-1
POLR2B,FIP1L1,1,direct
EIF3B,ANAPC11,-1,reversed-1
MRPL21,ZNRD1,1,direct
RBBP5,SKA3,-3,reversed-3
HSPE1,SURF6,1,direct
RPL39,SCFD1,1,direct
RPL7A,CPSF6,1,direct
WAC,TRMT6,1,direct
ZC3H8,PSMB1,-1,reversed-1
PSMB2,ZC3H8,1,direct
USP8,TMA16,-2,reversed-2
RBX1,COG4,1,direct
RPAP1,VPS13D,0,no_path
SEC61G,PSMB1,1,direct
NUTF2,SRFBP1,1,direct
ELAC2,CBX1,1,direct
COG2,XAB2,0,no_path
MOCS3,HSPD1,-1,reversed-1
ORC6,ELAC2,-2,reversed-2
DHODH,VPS72,0,no_path
MOCS3,GTF2F2,-2,reversed-2
RNPS1,SBDS,-1,reversed-1
HSPD1,UNC45A,1,direct
MRPL4,NOL12,1,direct
SRP14,RPAIN,1,direct
SCFD1,USP8,2,hop-2
ATP6V0C,RAB4A,2,hop-2
ARF4,NFRKB,1,direct
RPAIN,RNF8,-1,reversed-1
PTMA,RNF8,-1,reversed-1
MMS22L,MTOR,0,no_path
DPM2,MOCS3,1,direct
DDX24,CPSF4,2,hop-2
PSMB2,SEC61G,-1,reversed-1
PSMB1,CENPH,1,direct
XAB2,RPP38,0,no_path
MCM10,PSMC4,-2,reversed-2
MRPS11,ARF4,1,direct
RPL39,ORC6,1,direct
NDUFA2,PDCD6IP,1,direct
BRIX1,MRPS11,-1,reversed-1
PSMB2,POLR2B,1,direct
SLU7,RBBP5,1,direct
NOL11,CHMP5,-1,reversed-1
MRPL4,NFRKB,1,direct
ZMAT5,MEPCE,0,no_path
IFITM2,CD2BP2,-2,reversed-2
SMC6,RSL1D1,-1,reversed-1
MARS,SDHA,-2,reversed-2
HSPE1,METAP2,1,direct
TMX2,NOL12,1,direct
INCENP,MRPS28,-2,reversed-2
NUP214,DHODH,2,hop-2
RNASEH2C,PALB2,2,hop-2
HMGCS1,ROMO1,-1,reversed-1
POLR3E,RPL35A,-2,reversed-2
USP8,ELAC2,-1,reversed-1
ZMAT5,RSL24D1,-1,reversed-1
ATP6V0C,XPO5,2,hop-2
PALB2,MRPL9,-2,reversed-2
PSMC3,RSL24D1,1,direct
PAF1,BRCA1,1,direct
CASP8AP2,PREB,-3,reversed-3
METAP2,VPS72,1,direct
RPL18A,CIAO1,1,direct
EIF3B,ORC6,1,direct
NELFA,KIN,1,direct
GAK,MOCS3,0,no_path
RPL35,DPH3,1,direct
ZNF830,MRTO4,-2,reversed-2
RPAP1,TRAIP,0,no_path
NOL11,FIP1L1,1,direct
MCM10,CBX1,1,direct
TMX2,NFRKB,1,direct
SRFBP1,WDR4,-2,reversed-2
BRIX1,ARMC6,1,direct
PSMA5,PPP1CB,1,direct
EIF4G1,DPH3,1,direct
RNPS1,SRFBP1,1,direct
MYCBP,SBDS,-1,reversed-1
ILF3,EIF3B,-1,reversed-1
NOL12,MRPS31,-1,reversed-1
USP7,CIAO1,1,direct
POLR2E,CPSF6,1,direct
C7orf26,RPUSD4,2,hop-2
ABT1,PPP1CB,2,hop-2
CYC1,GPS1,1,direct
GPS1,HTATSF1,-2,reversed-2
CCP110,CIAO1,0,no_path
BRIX1,MRPL24,1,direct
MRPL24,HMGCS1,0,no_path
RPL10A,HSPD1,1,direct
RPL7A,PSMA5,1,direct
MED21,PSMB1,-1,reversed-1
ORC6,EXOSC1,1,direct
INCENP,SDHA,-1,reversed-1
RPL10A,GTF2F2,-1,reversed-1
PSMC3,SENP6,1,direct
RBX1,RSL24D1,1,direct
ILF3,EXOSC1,1,direct
HSPE1,CYFIP1,-1,reversed-1
RPL18A,RPAP1,1,direct
MRPL21,ABT1,1,direct
LSM10,MARS,1,direct
KIF4A,CEP85,1,direct
CHMP5,URM1,1,direct
CYFIP1,CD2BP2,2,hop-2
CBX1,TMA16,-2,reversed-2
POLA2,SURF6,0,no_path
DPM2,HSPD1,1,direct
PAF1,CHMP1A,2,hop-2
WDR26,MRPS31,-1,reversed-1
LSM5,NFRKB,1,direct
TAF2,RAB4A,0,no_path
DPM2,GTF2F2,-1,reversed-1
MRPS31,ARMC6,2,hop-2
NELFA,RPS3,-1,reversed-1
CYC1,CD2BP2,1,direct
GMPPB,PSME1,0,no_path
KIN,NFS1,0,no_path
COG2,DYNC1H1,1,direct
DYNC1H1,ZNF317,0,no_path
CCT6A,BOP1,1,direct
HTATSF1,VPS72,2,hop-2
RPL35,CEP85,2,hop-2
MED4,IARS2,-1,reversed-1
RPUSD3,PSMG1,-1,reversed-1
DPM2,TBCC,2,hop-2
TRIAP1,SRFBP1,1,direct
ILF3,PSMC4,-1,reversed-1
RPL35A,VPS13D,2,hop-2
BRCA1,CHMP1A,1,direct
RPS3,MED4,1,direct
HMGCS1,PDCD6IP,-1,reversed-1
XPO5,CCNL1,1,direct
DDX19A,PSMA5,-1,reversed-1
SART1,RRP12,1,direct
MCM10,SCFD1,2,hop-2
POLR3E,CIAO1,-1,reversed-1
YBX1,SNRPG,1,direct
RBX1,SENP6,1,direct
NELFE,RPUSD4,2,hop-2
MRPS11,DDX24,1,direct
RPL39,SUPT5H,1,direct
TRMT6,MED1,-2,reversed-2
RPP38,TBCC,2,hop-2
PTCD3,MED4,1,direct
RNF8,RNASEH2C,2,hop-2
GAK,HSPD1,-1,reversed-1
ABT1,CCDC174,1,direct
PSMB2,SARS2,1,direct
WAC,PREB,1,direct
PREB,MED4,-1,reversed-1
GAK,GTF2F2,-1,reversed-1
CCT6A,SURF6,1,direct
C7orf26,MYCBP,2,hop-2
POLR1C,GATA1,0,no_path
SART1,CHMP1A,0,no_path
RPUSD3,MRPL9,-1,reversed-1
MED17,MTOR,0,no_path
YBX1,VPS13D,1,direct
BRCA1,COQ5,1,direct
RSL1D1,STAT5A,1,direct
RBBP5,USP8,1,direct
MEPCE,TRIAP1,-1,reversed-1
ILF3,CBX1,1,direct
HNRNPR,NUP54,1,direct
COG2,ZNF317,0,no_path
PTMA,RAB4A,1,direct
TRMT6,KIN,-1,reversed-1
HNRNPR,PPP1CB,1,direct
POLR3E,RPAP1,0,no_path
RPL35,XRCC5,1,direct
HDAC3,RBBP5,0,no_path
CTU2,PDCD6IP,-2,reversed-2
MRPL4,CTU2,1,direct
PSMB2,NOL11,1,direct
CLASRP,VPS72,0,no_path
MRPL21,GUK1,1,direct
RPL39,TMA16,-1,reversed-1
PSME1,XPO5,0,no_path
GPS1,SNAPC5,1,direct
SART1,COQ5,0,no_path
COG4,RSL24D1,-2,reversed-2
RNPS1,NUTF2,1,direct
BRCA1,SART1,1,direct
MRGBP,LSM10,1,direct
SARS2,CHMP5,-2,reversed-2
ORC6,ANAPC11,-1,reversed-1
HSPE1,HTATSF1,1,direct
RPAIN,XPO5,1,direct
ZC3H8,POLR2B,-2,reversed-2
CCT6A,METAP2,1,direct
NAT10,KDM2A,1,direct
RPL39,SLU7,1,direct
GPS1,CLASRP,2,hop-2
GAK,DPM2,-2,reversed-2
CYFIP1,DDX41,1,direct
METAP2,NUP214,-1,reversed-1
RPL10A,RPP38,1,direct
POLR3E,NEPRO,-2,reversed-2
RPL35A,CIAO1,2,hop-2
POLA2,CYFIP1,-1,reversed-1
BOP1,GPS1,-1,reversed-1
YBX1,TRAIP,1,direct
DDX24,NOL12,1,direct
MRPL38,URM1,-1,reversed-1
SARS2,FIP1L1,-1,reversed-1
CASP8AP2,RPS3,-1,reversed-1
SUPT5H,CBX1,1,direct
HSPE1,CYC1,-1,reversed-1
SBDS,SENP6,1,direct
DPM2,RPP38,1,direct
TRAIP,XRCC5,-1,reversed-1
USP7,GATA1,0,no_path
NUP54,PSMA5,-1,reversed-1
NELFA,PTCD3,-2,reversed-2
IFITM2,FBL,-1,reversed-1
ATP6V0C,PALB2,2,hop-2
RAD9A,URM1,-1,reversed-1
ZMAT5,RBX1,-1,reversed-1
CHMP5,FIP1L1,2,hop-2
TRMT6,PSMA1,-1,reversed-1
SNRPG,GATA1,1,direct
ARF4,ARMC6,1,direct
DDX24,NFRKB,1,direct
EIF2S3,RNF8,1,direct
RNF8,SLC1A5,2,hop-2
BOP1,CD2BP2,2,hop-2
NUTF2,NELFE,2,hop-2
IFITM2,VPS72,-1,reversed-1
RPL10A,PPP1R7,1,direct
USP7,DPH3,-1,reversed-1
CCT6A,CYFIP1,-1,reversed-1
XRCC2,POLR2B,-1,reversed-1
METAP1,USP8,0,no_path
PSMC4,SUPT5H,1,direct
MCM10,METAP1,2,hop-2
DPM2,PPP1R7,1,direct
FBL,DDX41,1,direct
RPL18A,GATA1,1,direct
SRP14,MRPL9,1,direct
NELFA,RSL1D1,-1,reversed-1
ASF1B,POLR2E,-1,reversed-1
ANAPC11,RBBP5,1,direct
ZC3H8,URM1,-1,reversed-1
ILF3,ORC6,1,direct
GPS1,DHODH,2,hop-2
RPL18A,EIF4G1,-2,reversed-2
ELAC2,TMA16,-1,reversed-1
YBX1,USP7,1,direct
SMC6,WAC,-1,reversed-1
KIF4A,RPL35A,-2,reversed-2
BRIX1,USP5,1,direct
FBL,RPE,1,direct
GTF2F2,CHMP1A,1,direct
RPL35A,NEPRO,1,direct
PSMB1,CHMP5,-1,reversed-1
HNRNPR,MARS,1,direct
CHMP5,CENPH,1,direct
GAK,PPP1R7,-3,reversed-3
CYC1,FBL,1,direct
DDX19A,POLR2E,-2,reversed-2
MRTO4,URM1,-1,reversed-1
PSMB2,PSMB1,-1,reversed-1
RAB4A,MRPL9,-1,reversed-1
MEPCE,GTF2H3,-2,reversed-2
NOL12,PDCD6IP,-1,reversed-1
BRIX1,ARF4,1,direct
HDAC3,SUPT5H,-1,reversed-1
NUTF2,TRIAP1,-1,reversed-1
CYC1,VPS72,1,direct
BRIX1,NDUFA2,1,direct
BRIX1,MRPS31,1,direct
RNF8,TRA2B,-1,reversed-1
RPAP1,DPH3,-3,reversed-3
NELFA,STAT5A,0,no_path
ASF1B,RPL7A,-1,reversed-1
MYCBP,MEPCE,1,direct
LSM5,ARMC6,1,direct
MRPL21,SDHA,1,direct
MCM7,RPUSD4,1,direct
MED4,RSL1D1,-1,reversed-1
RPL7A,HNRNPR,-1,reversed-1
MCM10,TMA16,-2,reversed-2
PAF1,HSPD1,-1,reversed-1
RPP38,DYNC1H1,2,hop-2
GATA1,XRCC5,-1,reversed-1
CPSF4,ROMO1,-2,reversed-2
POLR3E,GATA1,-1,reversed-1
NDUFA2,NOL12,1,direct
TBCC,CHMP1A,0,no_path
MRPL24,TMX2,-1,reversed-1
ZNRD1,NUP54,2,hop-2
ZNF830,MED17,0,no_path
WDR26,PDCD6IP,-1,reversed-1
POLA2,CYC1,-1,reversed-1
HSPD1,RRP12,1,direct
BRIX1,WDR26,1,direct
MCM10,SLU7,2,hop-2
RPAIN,CCNL1,2,hop-2
MRPS22,KDM2A,2,hop-2
BRCA1,HSPD1,-1,reversed-1
BRIX1,TMX2,1,direct
PTMA,CCNL1,1,direct
