src,tgt,path_length,type
SMC6,KIN,1,direct
ZMAT5,SRFBP1,0,no_path
RPL7A,GUK1,1,direct
SART1,TBCC,0,no_path
KIF4A,USP7,1,direct
GAK,ZNF317,0,no_path
DPM2,RRP12,1,direct
CPSF4,CTU2,-1,reversed-1
LSM10,MRPS28,1,direct
URM1,MRTO4,1,direct
WDR4,RNPS1,-1,reversed-1
DDX19A,MRGBP,-2,reversed-2
SLC1A5,CCNL1,0,no_path
MEPCE,MYCBP,-1,reversed-1
SKA3,RBBP5,3,hop-3
HTATSF1,GPS1,2,hop-2
ROMO1,NFRKB,2,hop-2
MCM10,HDAC3,2,hop-2
C7orf26,ZMAT5,2,hop-2
SRSF6,NELFA,-1,reversed-1
RPUSD3,SRP14,-1,reversed-1
WDR4,GTF2H3,-1,reversed-1
DDX19A,MRPL21,-1,reversed-1
MRPS28,MARS,3,hop-3
RPUSD3,XPO5,1,direct
MED1,KIN,2,hop-2
HTATSF1,METAP2,1,direct
TRA2B,MRPL9,1,direct
NELFE,ZMAT5,1,direct
XRCC2,CENPH,-1,reversed-1
RPS3,NAT10,-1,reversed-1
GTF2F2,TBCC,1,direct
YBX1,EIF4G1,-1,reversed-1
MED17,FIP1L1,-1,reversed-1
NUP214,RPE,1,direct
SRSF6,IARS2,-1,reversed-1
ANAPC11,EIF3B,1,direct
ABT1,CPSF6,1,direct
YBX1,XRCC5,1,direct
ANAPC11,EXOSC1,1,direct
NUP214,FBL,1,direct
PSMA1,KIN,2,hop-2
DYNC1H1,BRCA1,-1,reversed-1
SRP14,ATP6V0C,-1,reversed-1
WDR18,MEPCE,1,direct
KIN,WAC,-1,reversed-1
RAB4A,SRP14,-1,reversed-1
RNPS1,MYCBP,1,direct
IFITM2,METAP2,-1,reversed-1
RPUSD4,GTF2H3,-1,reversed-1
RAB4A,XPO5,-1,reversed-1
RPAP1,CIAO1,-1,reversed-1
PTMA,RPAIN,1,direct
RAB4A,ATP6V0C,-2,reversed-2
GUK1,ZNRD1,1,direct
STAT5A,MRPS22,-1,reversed-1
TRA2B,RNF8,1,direct
PSMC4,ILF3,1,direct
MED4,KIN,1,direct
MED17,MED21,-1,reversed-1
DDX41,SNAPC5,1,direct
ABT1,PSMA5,-1,reversed-1
DHODH,CLASRP,0,no_path
SEC61G,MRTO4,1,direct
MED1,RSL1D1,-1,reversed-1
BOP1,HSPE1,-1,reversed-1
MED17,PSMB2,-1,reversed-1
C7orf26,WDR4,2,hop-2
POLR2B,PSMB2,-1,reversed-1
POLR2B,CENPH,-1,reversed-1
DDX41,NUP214,-1,reversed-1
MRPL38,XRCC2,2,hop-2
SLC1A5,SRP14,-1,reversed-1
SLC1A5,XPO5,-1,reversed-1
SLC1A5,ATP6V0C,-1,reversed-1
VPS72,SNAPC5,-1,reversed-1
HTATSF1,SNAPC5,3,hop-3
CCT6A,RPE,1,direct
EIF3B,TMA16,-1,reversed-1
NELFE,WDR4,-1,reversed-1
RPL7A,ABT1,1,direct
ZC3H8,XRCC2,-1,reversed-1
CASP8AP2,PSMA1,-2,reversed-2
RPL35A,RPAP1,2,hop-2
RPL7A,POLR2E,1,direct
PPP1CB,MRGBP,-2,reversed-2
CCT6A,FBL,1,direct
DDX19A,ABT1,-1,reversed-1
WDR4,ZMAT5,2,hop-2
MED17,ZNF830,0,no_path
RPE,VPS72,2,hop-2
SCFD1,SKA3,-2,reversed-2
RPL10A,RRP12,1,direct
ASF1B,GUK1,-1,reversed-1
RNASEH2C,SRP14,-1,reversed-1
PDCD6IP,ARMC6,1,direct
IFITM2,SNAPC5,-2,reversed-2
PREB,WAC,-1,reversed-1
RNASEH2C,ATP6V0C,-1,reversed-1
XRCC2,MMS22L,1,direct
POLR2E,INCENP,1,direct
TMA16,HDAC3,1,direct
VPS13D,POLR1C,0,no_path
RPL10A,COQ5,1,direct
ORC6,SUPT5H,1,direct
ILF3,SUPT5H,1,direct
RBX1,RPUSD4,2,hop-2
MED1,WAC,-1,reversed-1
DYNC1H1,DPM2,-1,reversed-1
CPSF6,MARS,1,direct
PSMC3,WDR18,1,direct
SARS2,CENPH,-1,reversed-1
HSPD1,RPL10A,-1,reversed-1
RNF8,PSME1,2,hop-2
USP7,VPS13D,0,no_path
PTCD3,RPS3,1,direct
RPL35A,EIF4G1,1,direct
RPL39,ANAPC11,-1,reversed-1
SBDS,GTF2H3,1,direct
CYFIP1,CLASRP,2,hop-2
PTCD3,SMC6,1,direct
POLR2B,ZC3H8,2,hop-2
PSMB2,MRTO4,1,direct
RBX1,MCM7,1,direct
RPL7A,SDHA,1,direct
NEPRO,TRAIP,0,no_path
ORC6,RPL39,-1,reversed-1
RPL7A,CPSF6,1,direct
USP8,TMA16,-2,reversed-2
DDX41,FBL,-1,reversed-1
ARF4,NFRKB,1,direct
USP7,CIAO1,1,direct
DDX41,VPS72,2,hop-2
PSMB1,CENPH,1,direct
NUP214,CYFIP1,1,direct
MED4,NELFA,2,hop-2
ZMAT5,MEPCE,0,no_path
TMX2,NOL12,1,direct
NUP214,DHODH,2,hop-2
USP8,ELAC2,-1,reversed-1
WDR4,MYCBP,-1,reversed-1
CASP8AP2,PREB,-3,reversed-3
MCM10,CBX1,1,direct
COG4,WDR18,-1,reversed-1
TMX2,NFRKB,1,direct
KDM2A,MRPS22,-2,reversed-2
MRPL24,HMGCS1,0,no_path
RPL7A,PSMA5,1,direct
KIF4A,CEP85,1,direct
TAF2,RAB4A,0,no_path
HTATSF1,VPS72,2,hop-2
PPP1R7,CHMP1A,1,direct
DYNC1H1,ZNF317,0,no_path
MED4,IARS2,-1,reversed-1
DDX19A,PSMA5,-1,reversed-1
SART1,RRP12,1,direct
MRPS31,MRPL24,1,direct
RBX1,SENP6,1,direct
RPL39,SUPT5H,1,direct
MED17,NOL11,-1,reversed-1
PDCD6IP,TMX2,-1,reversed-1
IFITM2,CCT6A,-1,reversed-1
ARMC6,HMGCS1,2,hop-2
MED17,MTOR,0,no_path
MEPCE,TRIAP1,-1,reversed-1
PDCD6IP,LSM5,-1,reversed-1
PSME1,XPO5,0,no_path
SART1,COQ5,0,no_path
HSPE1,HTATSF1,1,direct
URM1,PSMB2,-1,reversed-1
RPL10A,COG2,1,direct
RPL10A,RPP38,1,direct
SBDS,SENP6,1,direct
POLR2B,RAD9A,2,hop-2
IFITM2,FBL,-1,reversed-1
PSMC3,RBX1,1,direct
CCDC174,INCENP,-2,reversed-2
IFITM2,VPS72,-1,reversed-1
RPL10A,PPP1R7,1,direct
CCT6A,CYFIP1,-1,reversed-1
MED17,PSMB1,-1,reversed-1
POLR2B,PSMB1,-1,reversed-1
ASF1B,POLR2E,-1,reversed-1
ANAPC11,RBBP5,1,direct
MRPL9,SRP14,-1,reversed-1
CPSF4,DDX24,-2,reversed-2
ASF1B,INCENP,-1,reversed-1
MRPL9,ATP6V0C,-1,reversed-1
XRCC5,DPH3,1,direct
RPL7A,ASF1B,1,direct
RPL39,HDAC3,1,direct
NFRKB,NOL12,-1,reversed-1
GUK1,HNRNPR,-1,reversed-1
LSM5,ARMC6,1,direct
SNAPC5,GPS1,-1,reversed-1
CPSF4,ROMO1,-2,reversed-2
LSM10,GUK1,1,direct
SLU7,EIF3B,-2,reversed-2
TBCC,CHMP1A,0,no_path
HSPD1,RRP12,1,direct
RSL1D1,WAC,-1,reversed-1
FIP1L1,CENPH,-1,reversed-1
BOP1,CCT6A,-1,reversed-1
SLC1A5,TRA2B,-2,reversed-2
CDC20,EIF3B,-1,reversed-1
GMPPB,TAF2,0,no_path
PSMA5,POLR2E,1,direct
COG4,RBX1,-1,reversed-1
CDC20,EXOSC1,1,direct
PTCD3,NFS1,2,hop-2
NUTF2,RNPS1,-1,reversed-1
TAF2,PSME1,0,no_path
METAP2,SURF6,1,direct
NUP54,DDX19A,0,no_path
HSPD1,COQ5,2,hop-2
PPP1CB,SDHA,-1,reversed-1
BRIX1,DDX24,1,direct
EIF2S3,XPO5,1,direct
RPL35,RPAP1,2,hop-2
PTCD3,MED1,1,direct
EIF2S3,ATP6V0C,-1,reversed-1
DPM2,GAK,2,hop-2
NUTF2,SBDS,-1,reversed-1
GUK1,MRPL21,-1,reversed-1
MCM10,EIF3B,-1,reversed-1
HSPE1,GPS1,1,direct
RPAIN,PSME1,1,direct
NUTF2,GTF2H3,-1,reversed-1
NUP54,HNRNPR,-1,reversed-1
RNF8,WBP1L,0,no_path
ASF1B,CPSF6,-2,reversed-2
SEC61G,CENPH,1,direct
HSPE1,CD2BP2,1,direct
CCDC174,PPP1CB,1,direct
MRPS11,USP5,2,hop-2
DDX41,DHODH,2,hop-2
SRSF6,NFS1,0,no_path
NAT10,SMC6,1,direct
MRTO4,CENPH,1,direct
NELFE,TRIAP1,-1,reversed-1
NAT10,PSMA1,1,direct
NEPRO,POLR1C,2,hop-2
PPP1CB,PSMA5,-1,reversed-1
SRSF6,MED1,-1,reversed-1
TMX2,MRPS31,-1,reversed-1
STAT5A,NELFA,0,no_path
NOL11,SEC61G,-1,reversed-1
WDR18,NUTF2,-1,reversed-1
PSMA5,SDHA,1,direct
MED21,CENPH,-1,reversed-1
HTATSF1,CYFIP1,-2,reversed-2
HTATSF1,DHODH,2,hop-2
RPL18A,USP7,1,direct
POLA2,CD2BP2,1,direct
NEPRO,RPAP1,1,direct
RPL35,EIF4G1,1,direct
MOCS3,COG2,-1,reversed-1
SURF6,CLASRP,0,no_path
HSPD1,PAF1,1,direct
LSM5,TMX2,1,direct
NUP214,HTATSF1,1,direct
RSL1D1,MED4,1,direct
STAT5A,IARS2,-1,reversed-1
MRPL21,INCENP,2,hop-2
PALB2,PSME1,0,no_path
TRAIP,EIF4G1,-2,reversed-2
POLR2B,MED17,1,direct
GTF2F2,PPP1R7,1,direct
CCNL1,GMPPB,0,no_path
RPL10A,XAB2,1,direct
MRPL38,CHMP5,-1,reversed-1
RAD9A,CHMP5,-2,reversed-2
CPSF4,TMX2,-1,reversed-1
DDX41,CLASRP,1,direct
HSPD1,RPP38,1,direct
RAD9A,FIP1L1,-2,reversed-2
MEPCE,RBX1,-1,reversed-1
KIF4A,SNRPG,1,direct
URM1,RAD9A,1,direct
SEC61G,ZC3H8,1,direct
ANAPC11,SCFD1,1,direct
ELAC2,SKA3,2,hop-2
FIP1L1,MMS22L,2,hop-2
HSPD1,PPP1R7,1,direct
MRPL4,MRPL24,1,direct
ZC3H8,FIP1L1,-1,reversed-1
LSM10,POLR2E,1,direct
POLR3E,CCP110,0,no_path
URM1,PSMB1,-1,reversed-1
PSMB2,CENPH,1,direct
LSM10,INCENP,1,direct
NEPRO,EIF4G1,-1,reversed-1
SRP14,PALB2,2,hop-2
NELFE,NUTF2,-2,reversed-2
SMC6,NFS1,1,direct
MCM10,SKA3,1,direct
ORC6,ILF3,-1,reversed-1
MRGBP,SDHA,1,direct
MRPL21,CPSF6,1,direct
PDCD6IP,CTU2,2,hop-2
WDR4,TRIAP1,-1,reversed-1
SNRPG,YBX1,-1,reversed-1
DHODH,SURF6,-1,reversed-1
MEPCE,RPUSD4,1,direct
PTMA,TRA2B,-1,reversed-1
MRPL24,NOL12,0,no_path
RPL18A,YBX1,-1,reversed-1
RPE,HTATSF1,1,direct
SRP14,PSME1,1,direct
MRPL24,NFRKB,0,no_path
WDR18,GTF2H3,-1,reversed-1
SCFD1,TMA16,-1,reversed-1
IARS2,KDM2A,2,hop-2
MEPCE,MCM7,-1,reversed-1
MRPL38,PSMB2,-1,reversed-1
NUP54,INCENP,1,direct
SCFD1,SLU7,-1,reversed-1
POLA2,SNAPC5,0,no_path
PSMC4,HDAC3,1,direct
RAD9A,PSMB2,-1,reversed-1
NUP54,RPL7A,-1,reversed-1
PTCD3,KIN,2,hop-2
ARMC6,NFRKB,1,direct
TMA16,EXOSC1,2,hop-2
LSM10,SDHA,1,direct
NAT10,MRPS22,1,direct
LSM10,CPSF6,1,direct
RPS3,SMC6,-1,reversed-1
CASP8AP2,KDM2A,-1,reversed-1
WDR18,MCM7,-1,reversed-1
RPUSD4,TRIAP1,-1,reversed-1
RPAIN,WBP1L,0,no_path
RPS3,PSMA1,1,direct
C7orf26,RNPS1,-1,reversed-1
MRPL38,ZNF830,1,direct
RSL24D1,SRFBP1,1,direct
NELFA,NFS1,0,no_path
RAD9A,ZNF830,0,no_path
IARS2,NELFA,2,hop-2
RNPS1,RPUSD4,1,direct
NAT10,CASP8AP2,2,hop-2
UNC45A,RPP38,-2,reversed-2
NUTF2,MYCBP,1,direct
MED1,NAT10,-2,reversed-2
ZC3H8,ZNF830,1,direct
WDR4,WDR18,-1,reversed-1
NDUFA2,MRPL24,1,direct
MRPS11,NFRKB,2,hop-2
PPP1R7,ZNF317,2,hop-2
HSPE1,RPE,-1,reversed-1
ANAPC11,MCM10,1,direct
CDC20,RBBP5,1,direct
TRMT6,WAC,-1,reversed-1
XRCC5,CIAO1,1,direct
RPE,GPS1,2,hop-2
CCDC174,ZNRD1,-1,reversed-1
CASP8AP2,NELFA,-2,reversed-2
NELFE,GTF2H3,-1,reversed-1
ZNRD1,POLR2E,-1,reversed-1
PPP1R7,RRP12,3,hop-3
CYC1,SURF6,2,hop-2
XRCC5,RPAP1,1,direct
PTCD3,RSL1D1,1,direct
HSPE1,FBL,-1,reversed-1
ANAPC11,CBX1,1,direct
BRIX1,CPSF4,1,direct
WDR18,SENP6,1,direct
MRPS28,POLR2E,-1,reversed-1
TRIAP1,MCM7,1,direct
FIP1L1,XRCC2,1,direct
MYCBP,SRFBP1,1,direct
FBL,GPS1,1,direct
CHMP1A,COQ5,0,no_path
RPS3,STAT5A,1,direct
SART1,GAK,1,direct
C7orf26,COG4,2,hop-2
CASP8AP2,IARS2,-2,reversed-2
NELFE,PSMC3,-1,reversed-1
WDR26,LSM5,-1,reversed-1
RPL35,SNRPG,1,direct
SRSF6,RSL1D1,-1,reversed-1
ZMAT5,RNPS1,-1,reversed-1
NELFE,COG4,1,direct
SRP14,PSMG1,1,direct
USP5,HMGCS1,1,direct
CBX1,EXOSC1,-2,reversed-2
IFITM2,HTATSF1,-2,reversed-2
RPS3,PREB,1,direct
YBX1,CIAO1,1,direct
KIF4A,TRAIP,1,direct
SLU7,HDAC3,1,direct
RPL18A,CEP85,1,direct
RPL35A,RPL35,-1,reversed-1
NDUFA2,MRPS31,-1,reversed-1
ZNRD1,SDHA,-1,reversed-1
SART1,UNC45A,0,no_path
GTF2F2,GAK,1,direct
ZMAT5,GTF2H3,-2,reversed-2
SNRPG,XRCC5,-1,reversed-1
RPL39,EIF3B,-1,reversed-1
GMPPB,RAB4A,0,no_path
MRPL38,NOL11,1,direct
ABT1,INCENP,1,direct
RPL39,EXOSC1,1,direct
MRPS28,CPSF6,2,hop-2
RPL18A,XRCC5,1,direct
MED21,XRCC2,-2,reversed-2
TRMT6,MED4,-1,reversed-1
RAD9A,MTOR,0,no_path
PTCD3,WAC,1,direct
WDR4,RBX1,-1,reversed-1
VPS72,GPS1,-2,reversed-2
RRP12,COG2,-2,reversed-2
RRP12,RPP38,-2,reversed-2
HSPD1,GAK,1,direct
HSPE1,IFITM2,1,direct
ZC3H8,MTOR,0,no_path
CTU2,USP5,1,direct
ROMO1,TMX2,-1,reversed-1
DPM2,COQ5,1,direct
XAB2,PAF1,-2,reversed-2
POLR3E,XRCC5,-1,reversed-1
RPS3,MRPS22,-1,reversed-1
POLR2E,HNRNPR,-1,reversed-1
RSL1D1,MRPS22,1,direct
NDUFA2,MRPL4,1,direct
USP8,SUPT5H,-1,reversed-1
MRPL38,PSMB1,-1,reversed-1
CCT6A,NUP214,-1,reversed-1
POLR2B,CHMP5,-1,reversed-1
WDR18,MYCBP,-1,reversed-1
TAF2,RNF8,-2,reversed-2
RAD9A,PSMB1,-2,reversed-2
CHMP1A,RPP38,-1,reversed-1
RPUSD3,TAF2,1,direct
CCNL1,RPAIN,-2,reversed-2
NUP54,LSM10,-1,reversed-1
FBL,SNAPC5,1,direct
POLR2B,FIP1L1,1,direct
MRPL9,PALB2,2,hop-2
MRPL21,ZNRD1,1,direct
ZC3H8,PSMB1,-1,reversed-1
RPAP1,VPS13D,0,no_path
POLA2,IFITM2,3,hop-3
RPS3,CASP8AP2,1,direct
HSPD1,UNC45A,1,direct
SCFD1,USP8,2,hop-2
XAB2,RPP38,0,no_path
BRIX1,MRPS11,-1,reversed-1
WDR4,MCM7,-1,reversed-1
ATP6V0C,XPO5,2,hop-2
RPL35,DPH3,1,direct
PDCD6IP,USP5,1,direct
ABT1,PPP1CB,2,hop-2
XRCC2,ZNF830,1,direct
LSM5,ARF4,1,direct
ZMAT5,SENP6,0,no_path
RSL24D1,WDR4,2,hop-2
HSPE1,CYFIP1,-1,reversed-1
INCENP,SDHA,-1,reversed-1
TBCC,PAF1,-1,reversed-1
SART1,BRCA1,-1,reversed-1
WDR26,NDUFA2,-1,reversed-1
WDR26,MRPS31,-1,reversed-1
RNASEH2C,PTMA,-1,reversed-1
MRPS31,ARMC6,2,hop-2
GMPPB,PSME1,0,no_path
EIF4G1,CEP85,2,hop-2
RPL35A,VPS13D,2,hop-2
MCM10,SCFD1,2,hop-2
PTCD3,MED4,1,direct
ABT1,CCDC174,1,direct
CCT6A,SURF6,1,direct
GAK,PAF1,-2,reversed-2
RPUSD3,MRPL9,-1,reversed-1
BRCA1,COQ5,1,direct
DPH3,RPAP1,3,hop-3
CPSF4,ARF4,-1,reversed-1
RSL24D1,MEPCE,1,direct
RPUSD4,MCM7,-1,reversed-1
SARS2,CHMP5,-2,reversed-2
ORC6,ANAPC11,-1,reversed-1
NAT10,KDM2A,1,direct
TBCC,RPP38,-2,reversed-2
PDCD6IP,DDX24,1,direct
RPL35A,CIAO1,2,hop-2
POLA2,CYFIP1,-1,reversed-1
BOP1,GPS1,-1,reversed-1
CHMP5,MMS22L,1,direct
DPM2,COG2,2,hop-2
DYNC1H1,RPL10A,-1,reversed-1
SARS2,FIP1L1,-1,reversed-1
DPM2,RPP38,1,direct
TRMT6,PSMA1,-1,reversed-1
ARF4,ARMC6,1,direct
BOP1,CD2BP2,2,hop-2
NUP54,ZNRD1,-2,reversed-2
GAK,COG2,-2,reversed-2
DPM2,PPP1R7,1,direct
POLR3E,RPL18A,-1,reversed-1
PPP1CB,GUK1,-1,reversed-1
ELAC2,TMA16,-1,reversed-1
RPL7A,INCENP,1,direct
SMC6,WAC,-1,reversed-1
FBL,RPE,1,direct
PSMB1,CHMP5,-1,reversed-1
HNRNPR,MARS,1,direct
POLR2B,ZNF830,1,direct
DDX19A,POLR2E,-2,reversed-2
RAB4A,MRPL9,-1,reversed-1
NUTF2,TRIAP1,-1,reversed-1
HSPD1,BRCA1,1,direct
MCM10,TMA16,-2,reversed-2
MCM10,SLU7,2,hop-2
BRCA1,PAF1,-1,reversed-1
RPUSD4,SENP6,-1,reversed-1
SARS2,MED21,0,no_path
KIF4A,CIAO1,2,hop-2
ANAPC11,SKA3,1,direct
RPAP1,CEP85,0,no_path
SART1,HSPD1,-1,reversed-1
MCM10,ELAC2,-2,reversed-2
RPP38,ZNF317,1,direct
RBX1,SBDS,-1,reversed-1
CDC20,MCM10,-1,reversed-1
IFITM2,NUP214,-1,reversed-1
MCM7,MYCBP,-1,reversed-1
VPS13D,CIAO1,0,no_path
ZMAT5,MYCBP,-2,reversed-2
RPL35A,GATA1,1,direct
SLC1A5,MRPL9,-1,reversed-1
RPL18A,SNRPG,1,direct
PSMC4,EIF3B,1,direct
SRP14,RNF8,1,direct
RNASEH2C,SLC1A5,1,direct
XRCC2,MTOR,1,direct
SLU7,CBX1,2,hop-2
PAF1,COG2,1,direct
CPSF4,HMGCS1,0,no_path
ASF1B,MRPL21,-2,reversed-2
CDC20,CBX1,1,direct
PSMB1,MED21,1,direct
URM1,CHMP5,-1,reversed-1
MRPL9,PSMG1,-1,reversed-1
BRCA1,RPP38,0,no_path
URM1,FIP1L1,1,direct
DDX19A,SDHA,-1,reversed-1
DDX19A,CPSF6,1,direct
GMPPB,PSMG1,-1,reversed-1
RPL7A,PPP1CB,1,direct
TRMT6,PREB,-3,reversed-3
SARS2,ZNF830,0,no_path
PSMG1,PALB2,2,hop-2
CCNL1,SRP14,-1,reversed-1
SKA3,TMA16,-1,reversed-1
SMC6,MED4,1,direct
CCNL1,XPO5,-1,reversed-1
CCNL1,ATP6V0C,-1,reversed-1
MED4,WAC,-1,reversed-1
RPL7A,CCDC174,1,direct
KIF4A,EIF4G1,-1,reversed-1
ROMO1,CTU2,2,hop-2
MMS22L,CENPH,-1,reversed-1
MRPL9,WBP1L,0,no_path
BOP1,NUP214,-1,reversed-1
URM1,SARS2,2,hop-2
RNF8,RPAIN,1,direct
PSMG1,PSME1,1,direct
FIP1L1,CHMP5,-2,reversed-2
MTOR,MMS22L,0,no_path
POLR2B,NOL11,1,direct
NEPRO,RPL35,-2,reversed-2
CHMP5,XRCC2,1,direct
SRSF6,PSMA1,-2,reversed-2
URM1,MED21,2,hop-2
POLR2B,MTOR,1,direct
PDCD6IP,NOL12,1,direct
MRPL4,ROMO1,-1,reversed-1
EIF2S3,PTMA,1,direct
PPP1R7,GAK,3,hop-3
CASP8AP2,NFS1,0,no_path
PTMA,SRP14,-1,reversed-1
LSM5,DDX24,1,direct
MRPL21,HNRNPR,-1,reversed-1
RPS3,KDM2A,1,direct
DPM2,XAB2,1,direct
PTMA,ATP6V0C,-1,reversed-1
DYNC1H1,COQ5,0,no_path
MED1,TRMT6,2,hop-2
